participantID,field,subject_condition,group,duration,duration_min,check,dem_age,dem_gender,dem_language,dem_language_other,dem_ed,dem_school,dem_program,dem_year,dem_stat_formal,training_formal,dem_stat_informal,training_informal,dem_stat_workshop,training_workshop,dem_stat_other,training_other,dem_stat_none
s51258,Humanities,warning,B,1284,21.4,right,47,female,1,NA,8,UMichigan,2nd year PhD English and Education,2,0,NA,0,NA,0,NA,0,NA,1
s51259,Humanities,warning,A,11066,184.43333333333334,right,26,female,1,NA,7,UMichigan,4th year PhD in English,4,0,NA,0,NA,0,NA,0,NA,1
s51260,Humanities,warning,B,1451,24.183333333333334,right,26,female,1,NA,7,UMichigan,3rd year PhD student in History,3,0,NA,0,NA,1,I have attend lectures that use statistical charts to show historical data,0,I don’t really have any training outside of the basics from High School mathematics,0
s51261,Humanities,no warning,A,1070,17.833333333333332,NA,24,female,1,NA,7,UMichigan,1st year mfa in poetry,1,1,2 semesters of statistics in undergrad,0,NA,1,NA,0,NA,0
s51262,Humanities,warning,B,1800,30,right,27,female,1,NA,8,UMichigan,4th year PhD candidate in Greek and Roman History,4,0,NA,1,"During participation in an archaeological dig, there was some consideration of presenting data in order to convey archaeological findings at-a-glance.",0,NA,0,NA,0
s51263,Humanities,no warning,A,1002,16.7,NA,36,female,1,NA,8,U. Wash St. Louis,Master's in English,NA,0,NA,0,NA,0,NA,0,NA,1
s51264,Humanities,no warning,A,878,14.633333333333333,NA,25,female,1,NA,8,UMichigan,2nd year PhD student in Literature,2,0,NA,0,NA,0,NA,0,NA,1
s51265,Humanities,warning,B,1691,28.183333333333334,right,31,female,1,NA,8,UMichigan,5th year PhD student in Ecology and Evolutionary Biology,5,1,1 semester of statistics in graduate school,0,NA,1,summer 2 week course that involved a type of data visualization in my field.,0,reading scientific papers,0
s51266,Humanities,warning,B,550,9.166666666666666,right,22,female,2,tamil,7,UMichigan,First year PhD student in English,NA,1,One introductory undergraduate statistics course,0,NA,0,NA,0,NA,0
s51267,Humanities,no warning,A,847,14.116666666666667,NA,26,female,1,NA,8,UMichigan,5th year PhD student in English Literature,5,0,NA,0,NA,0,NA,0,NA,1
s51268,Humanities,no warning,A,711,11.85,NA,26,female,1,NA,7,Brown University,3rd yr phd in history,3,0,NA,0,NA,0,NA,0,NA,1
s51269,Humanities,no warning,B,1410,23.5,NA,27,female,1,NA,8,Upenn,3rd year PhD student in English Literature,3,0,NA,0,NA,0,NA,0,NA,1
s51270,Humanities,warning,B,938,15.633333333333333,right,48,female,1,NA,8,CMU,6th year PhD history,6,0,NA,0,NA,0,NA,0,NA,1
s51271,Humanities,no warning,A,1096,18.266666666666666,NA,27,female,1,NA,8,Upenn,Currently 4th year PhD candidate in History,NA,0,NA,0,NA,0,NA,0,NA,1
s51272,Humanities,warning,A,1517,25.283333333333335,right,31,female,1,NA,8,UC Berkeley,Filing my dissertation next month (December 2018),NA,0,NA,0,NA,0,NA,0,NA,1
s51273,Humanities,warning,B,1005,16.75,right,27,male,1,NA,8,Brown University,3rd year phd student in english,3,0,NA,0,NA,1,"I took a 1h workshop on digital humanities word count visualization (MALLET, word clouds)",0,NA,0
s51274,Humanities,no warning,A,447,7.45,NA,31,non-binary,1,NA,8,Brown University,5th year PhD in English,5,0,NA,0,NA,0,NA,0,NA,1
s51275,Humanities,no warning,B,863,14.383333333333333,NA,23,female,1,NA,6,Upenn,1st year PhD student in History,1,0,NA,0,NA,0,NA,1,NA,0
s51276,Humanities,no warning,B,692,11.533333333333333,NA,34,male,2,chinese,8,Upenn,3nd year PhD student in History,3,0,NA,1,NA,0,NA,1,NA,0
s51277,Humanities,warning,A,95198,1586.6333333333334,right,24,female,1,NA,7,UMichigan,2nd year PhD student in English,2,0,NA,0,NA,0,NA,0,NA,1
s51278,Humanities,warning,A,1769,29.483333333333334,right,28,female,1,NA,7,UMichigan,"First year, MFA student in creative writing",NA,0,NA,0,NA,0,NA,0,NA,1
s51279,Humanities,no warning,B,2304,38.4,NA,25,female,1,NA,8,Brown University,3rd year PhD student in History,3,0,NA,0,NA,0,NA,0,NA,1
s51280,Humanities,warning,A,1009,16.816666666666666,right,23,male,1,NA,7,Duke,1st year PhD student in History,1,0,NA,0,NA,0,NA,0,NA,1
s51281,Humanities,no warning,B,10818,180.3,NA,26,male,2,mandarin,8,Brown University,2nd year PhD student in History,2,0,NA,0,NA,0,NA,0,NA,1
s51282,Humanities,warning,A,682,11.366666666666667,right,36,male,1,NA,7,UC Berkeley,advanced doctoral candidate in history,NA,0,NA,0,NA,0,NA,0,NA,1
s51283,Humanities,no warning,B,1233,20.55,NA,24,female,1,NA,7,Upenn,2nd year student in History,2,0,NA,0,NA,0,NA,0,NA,1
s51284,Humanities,warning,B,2477,41.28333333333333,right,24,non-binary,1,NA,7,Duke,2nd year PhD student in History,2,0,NA,0,NA,0,NA,0,NA,1
s51285,Humanities,warning,A,323217,5386.95,right,28,male,1,NA,8,Duke,5th year PhD student in History,5,0,NA,1,took 2 week intensive short course on econometrics and data visualization for historians,1,see above,0,reviewed maybe 2 dozen modules on Khan Academy about stats and data visualization,0
s51286,Humanities,no warning,A,1065,17.75,NA,29,female,2,korean,7,Duke,1st year PhD student in English,1,0,NA,0,NA,0,NA,0,NA,1
s51287,Humanities,no warning,B,1128,18.8,NA,28,female,1,NA,7,UNC,"ABD, 7th year English and Comparative Literature",NA,0,NA,0,NA,0,NA,0,NA,1
s51288,Humanities,no warning,A,982,16.366666666666667,NA,NA,non-binary,2,NA,8,U. Wash St. Louis,NA,NA,0,NA,0,NA,0,NA,0,NA,1
s51289,Humanities,warning,B,984,16.4,right,30,female,2,russian,8,Stanford,2nd year phd in English Lit,2,0,NA,0,NA,0,NA,0,NA,1
s51290,Humanities,warning,A,1773,29.55,right,30,female,1,NA,7,Stanford,6th year PhD student in English,6,0,NA,0,NA,0,NA,0,NA,1
s51291,Humanities,warning,A,863,14.383333333333333,right,28,male,1,NA,8,Harvard,3rd year phd student in history,3,0,NA,0,NA,0,NA,0,NA,1
s51292,Humanities,no warning,B,791,13.183333333333334,NA,25,female,1,NA,8,UNC,2nd year PhD student in English,2,0,NA,0,NA,0,NA,0,NA,1
s51293,Humanities,no warning,A,3783,63.05,NA,27,female,1,NA,8,UNC,2nd year PhD student in English,2,0,NA,0,NA,0,NA,0,NA,1
s51294,Humanities,warning,B,894,14.9,right,28,female,1,NA,7,UNC,PhD in English Literature,NA,0,NA,0,NA,1,NA,0,NA,0
s51295,Humanities,warning,A,898,14.966666666666667,right,29,female,2,korean,7,U. Wash St. Louis,2nd year PhD student in history,2,0,NA,0,NA,0,NA,0,NA,1
s51296,Humanities,warning,A,983,16.383333333333333,right,27,male,1,NA,8,U. Wash St. Louis,2nd year PhD student in American literature,2,0,NA,0,NA,0,NA,0,NA,1
s51297,Humanities,no warning,B,8246,137.43333333333334,NA,27,male,NA,NA,8,Harvard,HIStory2,NA,0,NA,0,NA,0,NA,1,NA,1
s51298,Humanities,no warning,A,849,14.15,NA,35,male,1,NA,8,UMichigan,4th year PhD candidate in History,4,0,NA,0,NA,0,NA,0,NA,1
s51299,Humanities,warning,A,964,16.066666666666666,right,22,female,1,NA,7,Brown University,1st year PhD student in English,1,0,NA,0,NA,0,NA,0,NA,1
s51300,Humanities,no warning,B,271716,4528.6,NA,34,female,2,french,8,Stanford,5th year PhD student in History,5,0,NA,0,NA,0,NA,0,NA,1
s51301,Humanities,warning,B,1130,18.833333333333332,right,32,male,2,indonesia,8,UNC,1st Year Ph.D. Student in History,1,0,NA,0,NA,0,NA,0,NA,1
s51302,Humanities,no warning,B,1538,25.633333333333333,NA,36,male,1,NA,8,Stanford,8th year PhD student in English Literature,8,0,NA,0,NA,1,"I do digital humanities work, which entails quantitative analysis and reading graphs.  We did some training with data visualization as part of that.",1,"As mentioned above, my work with quantitative analysis means that I get a fair amount of practice reading graphs for research purposes.",0
s51303,Humanities,warning,B,1512,25.2,right,39,female,1,NA,7,UNC,3rd year PhD student in History,3,0,NA,0,NA,0,NA,0,NA,1
s51304,Humanities,warning,A,1034,17.233333333333334,right,23,female,1,NA,4,UMichigan,"2nd year PhD Student in History, Women's Studies",2,0,NA,0,NA,0,NA,0,NA,1
s51305,Humanities,no warning,A,771,12.85,NA,30,male,NA,NA,8,UMichigan,3rd year history phd,3,0,NA,0,NA,0,NA,0,NA,1
s51306,Humanities,warning,B,1429,23.816666666666666,right,30,female,1,NA,8,UMichigan,4th year PhD student in English Language and Literature,4,0,NA,0,NA,0,NA,0,NA,1
s51307,Humanities,no warning,B,881,14.683333333333334,NA,29,female,2,spanish,8,UMichigan,3rd year PhD student in English Language and Literature,3,0,NA,0,NA,0,NA,0,NA,1
s51308,Humanities,warning,A,238734,3978.9,right,26,female,1,NA,8,UMichigan,1st year English & Education,1,0,NA,0,NA,0,NA,0,NA,1
s51309,Humanities,warning,A,10606,176.76666666666668,right,27,female,1,NA,8,Brown University,2nd PhD student in History,2,0,NA,0,NA,0,NA,1,NA,0
s51310,Humanities,no warning,B,2012,33.53333333333333,NA,27,female,1,NA,8,UNC,2nd year PhD student in English Literature,2,0,NA,0,NA,1,"As part of a digital humanities course, we had several workshops/guest lecturers during the semester having to do with data visualization (though our focus was mostly on text mining, natural language processing, and general 'distant reading' practices).",1,I've attended a few lectures through UNC libraries/research hub about data visualization.,0
s51311,Humanities,warning,B,2252,37.53333333333333,right,24,male,1,NA,8,Stanford,3rd year PhD student in English literature,3,0,NA,0,NA,0,NA,0,NA,1
s51312,Humanities,no warning,A,2104,35.06666666666667,NA,34,female,1,NA,8,UNC,4th year PhD student in comparative literature,4,0,NA,1,some of basic statistics in coursera online (~3 hours),1,attended a short presentation (~1 hour) on data visualization and statistics to prepare for teaching intro to writing for social science students,0,none other than my use of spreadsheets and data viz for personal finances,0
s51313,Humanities,no warning,A,8525,142.08333333333334,NA,24,female,1,NA,8,UMichigan,Currently doing a post-graduate fellowship in creative writing (poetry),NA,1,1 semester in undergrad,1,Lots of work w numbers in internships and jobs,0,NA,0,NA,0
s51314,Humanities,warning,B,53338,888.9666666666667,right,28,female,1,NA,8,Harvard,4th-year PhD student in history,4,0,NA,0,NA,0,NA,0,NA,1
s51315,Humanities,warning,B,414054,6900.9,right,29,female,1,NA,8,Duke,Sixth year of Ph.D. program in English,NA,0,NA,0,NA,1,"I led a Data+ program at Duke, which used coding and data science to relate information about a humanities-based project.",1,N/A,0
s51316,Humanities,no warning,A,862,14.366666666666667,NA,26,female,1,NA,7,UMichigan,2nd year PhD student in History,2,0,NA,1,Work at a historical lab to analyze large datasets,0,NA,1,NA,0
s51317,Humanities,warning,B,3579,59.65,right,26,male,1,NA,8,U. Wash St. Louis,2nd year PhD student in English,2,0,NA,0,NA,0,NA,1,NA,0
s51318,Humanities,warning,A,302439,5040.65,right,24,non-binary,2,russian,7,UMichigan,3rd year PhD student in English,3,0,NA,0,NA,0,NA,0,NA,1
s51319,Humanities,no warning,B,78840,1314,NA,26,male,2,english,8,UMichigan,Phd history 1st year,NA,0,NA,0,NA,0,NA,0,NA,1
s51320,Humanities,no warning,A,601,10.016666666666667,NA,28,female,1,NA,8,UMichigan,4th year PhD student History and Anthropology,4,0,NA,0,NA,0,NA,0,NA,1
s51321,Humanities,warning,B,1850,30.833333333333332,right,30,female,1,NA,8,Duke,7th year PhD student in English,7,0,NA,0,NA,0,NA,0,NA,1
s51322,Humanities,warning,A,3639,60.65,right,33,female,1,NA,8,UMichigan,5th year PhD candidate in English language and literature,5,0,NA,0,NA,0,NA,0,NA,1
s51323,Humanities,no warning,B,1121,18.683333333333334,NA,35,female,2,vietnamese,8,UC Berkeley,PhD student,NA,0,NA,0,NA,0,NA,0,NA,1
s51324,Humanities,warning,B,1271,21.183333333333334,right,35,female,1,NA,8,UNC,1st year PhD student in History,1,0,NA,0,NA,0,NA,0,NA,1
s51325,Humanities,warning,A,1726,28.766666666666666,right,31,male,1,NA,8,Stanford,6th year PhD Student in History,6,0,NA,0,NA,0,NA,0,NA,1
s51326,Humanities,no warning,A,709,11.816666666666666,NA,27,female,1,NA,7,UMichigan,6th year PhD student in History,6,0,NA,0,NA,1,Took a workshop on data mining and visualization,0,none,0
s51327,Humanities,no warning,B,653,10.883333333333333,NA,32,female,1,NA,8,UNC,6th year PhD student in History,6,0,NA,0,NA,0,NA,0,NA,1
s51328,Humanities,warning,B,1287,21.45,right,30,female,1,NA,8,UMichigan,1st year PhD student in History,1,0,NA,0,NA,0,NA,0,NA,1
s51329,Humanities,warning,A,28093,468.21666666666664,right,34,female,1,NA,8,Stanford,current PhD student in the humanities,NA,0,NA,0,NA,0,NA,0,NA,1
s51330,Humanities,no warning,A,8163,136.05,NA,26,female,2,turkish,6,UNC,NA,NA,0,NA,0,NA,0,NA,0,NA,1
