participantID,field,subject_condition,group,graphliteracy_question,rating
s51144,Quantitative,no warning,B,2,5
s51144,Quantitative,no warning,B,3,3
s51144,Quantitative,no warning,B,4,2
s51144,Quantitative,no warning,B,5,3
s51144,Quantitative,no warning,B,6,5
s51144,Quantitative,no warning,B,7,6
s51144,Quantitative,no warning,B,8,5
s51144,Quantitative,no warning,B,9,5
s51144,Quantitative,no warning,B,10,5
s51145,Quantitative,warning,A,1,5
s51145,Quantitative,warning,A,2,5
s51145,Quantitative,warning,A,3,5
s51145,Quantitative,warning,A,4,5
s51145,Quantitative,warning,A,5,5
s51145,Quantitative,warning,A,6,5
s51145,Quantitative,warning,A,7,3
s51145,Quantitative,warning,A,8,5
s51145,Quantitative,warning,A,9,3
s51145,Quantitative,warning,A,10,5
s51146,Quantitative,no warning,B,1,6
s51146,Quantitative,no warning,B,2,6
s51146,Quantitative,no warning,B,3,6
s51146,Quantitative,no warning,B,4,6
s51146,Quantitative,no warning,B,5,6
s51146,Quantitative,no warning,B,6,6
s51146,Quantitative,no warning,B,7,3
s51146,Quantitative,no warning,B,8,4
s51146,Quantitative,no warning,B,9,6
s51146,Quantitative,no warning,B,10,3
s51147,Quantitative,no warning,B,1,5
s51147,Quantitative,no warning,B,2,5
s51147,Quantitative,no warning,B,3,5
s51147,Quantitative,no warning,B,4,6
s51147,Quantitative,no warning,B,5,5
s51147,Quantitative,no warning,B,6,4
s51147,Quantitative,no warning,B,7,4
s51147,Quantitative,no warning,B,8,5
s51147,Quantitative,no warning,B,9,4
s51147,Quantitative,no warning,B,10,5
s51148,Quantitative,no warning,B,1,6
s51148,Quantitative,no warning,B,2,6
s51148,Quantitative,no warning,B,3,6
s51148,Quantitative,no warning,B,4,5
s51148,Quantitative,no warning,B,5,6
s51148,Quantitative,no warning,B,6,5
s51148,Quantitative,no warning,B,7,5
s51148,Quantitative,no warning,B,8,5
s51148,Quantitative,no warning,B,9,4
s51148,Quantitative,no warning,B,10,4
s51149,Quantitative,no warning,A,1,4
s51149,Quantitative,no warning,A,2,4
s51149,Quantitative,no warning,A,3,3
s51149,Quantitative,no warning,A,4,4
s51149,Quantitative,no warning,A,5,4
s51149,Quantitative,no warning,A,6,3
s51149,Quantitative,no warning,A,7,6
s51149,Quantitative,no warning,A,8,6
s51149,Quantitative,no warning,A,9,5
s51149,Quantitative,no warning,A,10,5
s51150,Quantitative,warning,A,1,4
s51150,Quantitative,warning,A,2,4
s51150,Quantitative,warning,A,3,4
s51150,Quantitative,warning,A,4,4
s51150,Quantitative,warning,A,5,4
s51150,Quantitative,warning,A,6,4
s51150,Quantitative,warning,A,7,4
s51150,Quantitative,warning,A,8,5
s51150,Quantitative,warning,A,9,2
s51150,Quantitative,warning,A,10,5
s51151,Quantitative,warning,B,1,4
s51151,Quantitative,warning,B,2,4
s51151,Quantitative,warning,B,3,3
s51151,Quantitative,warning,B,4,3
s51151,Quantitative,warning,B,5,3
s51151,Quantitative,warning,B,6,4
s51151,Quantitative,warning,B,7,3
s51151,Quantitative,warning,B,8,4
s51151,Quantitative,warning,B,9,3
s51151,Quantitative,warning,B,10,3
s51152,Quantitative,no warning,A,1,5
s51152,Quantitative,no warning,A,2,4
s51152,Quantitative,no warning,A,3,4
s51152,Quantitative,no warning,A,4,4
s51152,Quantitative,no warning,A,5,5
s51152,Quantitative,no warning,A,6,5
s51152,Quantitative,no warning,A,7,6
s51152,Quantitative,no warning,A,8,6
s51152,Quantitative,no warning,A,9,5
s51152,Quantitative,no warning,A,10,5
s51153,Quantitative,no warning,B,1,5
s51153,Quantitative,no warning,B,2,5
s51153,Quantitative,no warning,B,3,5
s51153,Quantitative,no warning,B,4,5
s51153,Quantitative,no warning,B,5,5
s51153,Quantitative,no warning,B,6,5
s51153,Quantitative,no warning,B,7,5
s51153,Quantitative,no warning,B,8,5
s51153,Quantitative,no warning,B,9,5
s51153,Quantitative,no warning,B,10,5
s51154,Quantitative,warning,B,1,6
s51154,Quantitative,warning,B,2,6
s51154,Quantitative,warning,B,3,6
s51154,Quantitative,warning,B,4,6
s51154,Quantitative,warning,B,5,6
s51154,Quantitative,warning,B,6,6
s51154,Quantitative,warning,B,7,5
s51154,Quantitative,warning,B,8,6
s51154,Quantitative,warning,B,9,6
s51154,Quantitative,warning,B,10,6
s51155,Quantitative,warning,A,1,5
s51155,Quantitative,warning,A,2,5
s51155,Quantitative,warning,A,3,5
s51155,Quantitative,warning,A,4,3
s51155,Quantitative,warning,A,5,4
s51155,Quantitative,warning,A,6,5
s51155,Quantitative,warning,A,7,2
s51155,Quantitative,warning,A,8,4
s51155,Quantitative,warning,A,9,3
s51155,Quantitative,warning,A,10,2
s51156,Quantitative,no warning,A,1,5
s51156,Quantitative,no warning,A,2,5
s51156,Quantitative,no warning,A,3,4
s51156,Quantitative,no warning,A,4,5
s51156,Quantitative,no warning,A,5,5
s51156,Quantitative,no warning,A,6,5
s51156,Quantitative,no warning,A,7,5
s51156,Quantitative,no warning,A,8,6
s51156,Quantitative,no warning,A,9,4
s51156,Quantitative,no warning,A,10,4
s51157,Quantitative,warning,B,1,6
s51157,Quantitative,warning,B,2,5
s51157,Quantitative,warning,B,3,3
s51157,Quantitative,warning,B,4,5
s51157,Quantitative,warning,B,5,5
s51157,Quantitative,warning,B,6,5
s51157,Quantitative,warning,B,7,6
s51157,Quantitative,warning,B,8,6
s51157,Quantitative,warning,B,9,4
s51157,Quantitative,warning,B,10,3
s51158,Quantitative,warning,B,1,3
s51158,Quantitative,warning,B,2,3
s51158,Quantitative,warning,B,3,3
s51158,Quantitative,warning,B,4,3
s51158,Quantitative,warning,B,5,4
s51158,Quantitative,warning,B,6,4
s51158,Quantitative,warning,B,7,2
s51158,Quantitative,warning,B,8,3
s51158,Quantitative,warning,B,9,2
s51158,Quantitative,warning,B,10,4
s51159,Quantitative,no warning,A,1,4
s51159,Quantitative,no warning,A,2,4
s51159,Quantitative,no warning,A,3,4
s51159,Quantitative,no warning,A,4,4
s51159,Quantitative,no warning,A,5,2
s51159,Quantitative,no warning,A,6,2
s51159,Quantitative,no warning,A,7,4
s51159,Quantitative,no warning,A,8,4
s51159,Quantitative,no warning,A,9,3
s51159,Quantitative,no warning,A,10,4
s51160,Quantitative,warning,B,1,4
s51160,Quantitative,warning,B,2,4
s51160,Quantitative,warning,B,3,4
s51160,Quantitative,warning,B,4,3
s51160,Quantitative,warning,B,5,2
s51160,Quantitative,warning,B,6,1
s51160,Quantitative,warning,B,7,5
s51160,Quantitative,warning,B,8,6
s51160,Quantitative,warning,B,9,5
s51160,Quantitative,warning,B,10,6
s51161,Quantitative,warning,A,1,5
s51161,Quantitative,warning,A,2,5
s51161,Quantitative,warning,A,3,5
s51161,Quantitative,warning,A,4,5
s51161,Quantitative,warning,A,5,5
s51161,Quantitative,warning,A,6,5
s51161,Quantitative,warning,A,7,4
s51161,Quantitative,warning,A,8,5
s51161,Quantitative,warning,A,9,3
s51161,Quantitative,warning,A,10,4
s51162,Quantitative,no warning,A,1,4
s51162,Quantitative,no warning,A,2,4
s51162,Quantitative,no warning,A,3,4
s51162,Quantitative,no warning,A,4,4
s51162,Quantitative,no warning,A,5,4
s51162,Quantitative,no warning,A,6,1
s51162,Quantitative,no warning,A,7,5
s51162,Quantitative,no warning,A,8,6
s51162,Quantitative,no warning,A,9,6
s51162,Quantitative,no warning,A,10,6
s51163,Quantitative,warning,B,1,4
s51163,Quantitative,warning,B,2,5
s51163,Quantitative,warning,B,3,4
s51163,Quantitative,warning,B,4,6
s51163,Quantitative,warning,B,5,6
s51163,Quantitative,warning,B,6,6
s51163,Quantitative,warning,B,7,3
s51163,Quantitative,warning,B,8,4
s51163,Quantitative,warning,B,9,4
s51163,Quantitative,warning,B,10,4
s51164,Quantitative,warning,A,1,2
s51164,Quantitative,warning,A,2,4
s51164,Quantitative,warning,A,3,1
s51164,Quantitative,warning,A,4,2
s51164,Quantitative,warning,A,5,3
s51164,Quantitative,warning,A,6,5
s51164,Quantitative,warning,A,7,2
s51164,Quantitative,warning,A,8,5
s51164,Quantitative,warning,A,9,5
s51164,Quantitative,warning,A,10,5
s51165,Quantitative,no warning,A,1,6
s51165,Quantitative,no warning,A,2,6
s51165,Quantitative,no warning,A,3,5
s51165,Quantitative,no warning,A,4,6
s51165,Quantitative,no warning,A,5,6
s51165,Quantitative,no warning,A,6,4
s51165,Quantitative,no warning,A,7,4
s51165,Quantitative,no warning,A,8,5
s51165,Quantitative,no warning,A,9,5
s51165,Quantitative,no warning,A,10,5
s51166,Humanities,no warning,B,1,4
s51166,Humanities,no warning,B,2,2
s51166,Humanities,no warning,B,3,4
s51166,Humanities,no warning,B,4,4
s51166,Humanities,no warning,B,5,4
s51166,Humanities,no warning,B,6,3
s51166,Humanities,no warning,B,7,2
s51166,Humanities,no warning,B,8,4
s51166,Humanities,no warning,B,9,2
s51166,Humanities,no warning,B,10,3
s51167,Humanities,warning,A,1,2
s51167,Humanities,warning,A,2,2
s51167,Humanities,warning,A,3,3
s51167,Humanities,warning,A,4,2
s51167,Humanities,warning,A,5,2
s51167,Humanities,warning,A,6,2
s51167,Humanities,warning,A,7,3
s51167,Humanities,warning,A,8,4
s51167,Humanities,warning,A,9,1
s51167,Humanities,warning,A,10,3
s51168,Humanities,no warning,A,1,5
s51168,Humanities,no warning,A,2,5
s51168,Humanities,no warning,A,3,4
s51168,Humanities,no warning,A,4,5
s51168,Humanities,no warning,A,5,5
s51168,Humanities,no warning,A,6,5
s51168,Humanities,no warning,A,7,5
s51168,Humanities,no warning,A,8,5
s51168,Humanities,no warning,A,9,3
s51168,Humanities,no warning,A,10,5
s51169,Humanities,warning,B,1,5
s51169,Humanities,warning,B,2,4
s51169,Humanities,warning,B,3,4
s51169,Humanities,warning,B,4,5
s51169,Humanities,warning,B,5,5
s51169,Humanities,warning,B,6,4
s51169,Humanities,warning,B,7,4
s51169,Humanities,warning,B,8,3
s51169,Humanities,warning,B,9,3
s51169,Humanities,warning,B,10,2
s51170,Humanities,no warning,A,1,4
s51170,Humanities,no warning,A,2,3
s51170,Humanities,no warning,A,3,4
s51170,Humanities,no warning,A,4,5
s51170,Humanities,no warning,A,5,5
s51170,Humanities,no warning,A,6,4
s51170,Humanities,no warning,A,7,3
s51170,Humanities,no warning,A,8,2
s51170,Humanities,no warning,A,9,1
s51170,Humanities,no warning,A,10,2
s51171,Humanities,warning,A,1,4
s51171,Humanities,warning,A,2,3
s51171,Humanities,warning,A,3,3
s51171,Humanities,warning,A,4,4
s51171,Humanities,warning,A,5,3
s51171,Humanities,warning,A,6,4
s51171,Humanities,warning,A,7,2
s51171,Humanities,warning,A,8,4
s51171,Humanities,warning,A,9,2
s51171,Humanities,warning,A,10,4
s51172,Humanities,no warning,B,1,4
s51172,Humanities,no warning,B,2,4
s51172,Humanities,no warning,B,3,4
s51172,Humanities,no warning,B,4,4
s51172,Humanities,no warning,B,5,4
s51172,Humanities,no warning,B,6,4
s51172,Humanities,no warning,B,7,3
s51172,Humanities,no warning,B,8,2
s51172,Humanities,no warning,B,9,1
s51172,Humanities,no warning,B,10,1
s51173,Humanities,warning,B,1,3
s51173,Humanities,warning,B,2,3
s51173,Humanities,warning,B,3,4
s51173,Humanities,warning,B,4,4
s51173,Humanities,warning,B,5,4
s51173,Humanities,warning,B,6,3
s51173,Humanities,warning,B,7,3
s51173,Humanities,warning,B,8,2
s51173,Humanities,warning,B,9,1
s51173,Humanities,warning,B,10,2
s51174,Humanities,no warning,B,1,5
s51174,Humanities,no warning,B,2,4
s51174,Humanities,no warning,B,3,5
s51174,Humanities,no warning,B,4,5
s51174,Humanities,no warning,B,5,5
s51174,Humanities,no warning,B,6,3
s51174,Humanities,no warning,B,7,4
s51174,Humanities,no warning,B,8,5
s51174,Humanities,no warning,B,9,3
s51174,Humanities,no warning,B,10,4
s51175,Humanities,no warning,A,1,4
s51175,Humanities,no warning,A,2,3
s51175,Humanities,no warning,A,3,5
s51175,Humanities,no warning,A,4,5
s51175,Humanities,no warning,A,5,6
s51175,Humanities,no warning,A,6,5
s51175,Humanities,no warning,A,7,5
s51175,Humanities,no warning,A,8,6
s51175,Humanities,no warning,A,9,6
s51175,Humanities,no warning,A,10,2
s51176,Humanities,warning,B,1,5
s51176,Humanities,warning,B,2,5
s51176,Humanities,warning,B,3,5
s51176,Humanities,warning,B,4,5
s51176,Humanities,warning,B,5,5
s51176,Humanities,warning,B,6,5
s51176,Humanities,warning,B,7,5
s51176,Humanities,warning,B,8,5
s51176,Humanities,warning,B,9,4
s51176,Humanities,warning,B,10,5
s51177,Humanities,no warning,A,1,3
s51177,Humanities,no warning,A,2,3
s51177,Humanities,no warning,A,3,3
s51177,Humanities,no warning,A,4,3
s51177,Humanities,no warning,A,5,3
s51177,Humanities,no warning,A,6,3
s51177,Humanities,no warning,A,7,4
s51177,Humanities,no warning,A,8,4
s51177,Humanities,no warning,A,9,3
s51177,Humanities,no warning,A,10,4
s51178,Humanities,warning,B,1,4
s51178,Humanities,warning,B,2,5
s51178,Humanities,warning,B,3,6
s51178,Humanities,warning,B,4,3
s51178,Humanities,warning,B,5,4
s51178,Humanities,warning,B,6,3
s51178,Humanities,warning,B,7,4
s51178,Humanities,warning,B,8,3
s51178,Humanities,warning,B,9,3
s51178,Humanities,warning,B,10,4
s51179,Humanities,no warning,A,1,5
s51179,Humanities,no warning,A,2,5
s51179,Humanities,no warning,A,3,5
s51179,Humanities,no warning,A,4,5
s51179,Humanities,no warning,A,5,5
s51179,Humanities,no warning,A,6,3
s51179,Humanities,no warning,A,7,1
s51179,Humanities,no warning,A,8,2
s51179,Humanities,no warning,A,9,1
s51179,Humanities,no warning,A,10,2
s51180,Humanities,no warning,A,1,4
s51180,Humanities,no warning,A,2,5
s51180,Humanities,no warning,A,3,5
s51180,Humanities,no warning,A,4,4
s51180,Humanities,no warning,A,5,6
s51180,Humanities,no warning,A,6,5
s51180,Humanities,no warning,A,7,4
s51180,Humanities,no warning,A,8,4
s51180,Humanities,no warning,A,9,4
s51180,Humanities,no warning,A,10,4
s51181,Humanities,warning,A,1,4
s51181,Humanities,warning,A,2,3
s51181,Humanities,warning,A,3,4
s51181,Humanities,warning,A,4,4
s51181,Humanities,warning,A,5,4
s51181,Humanities,warning,A,6,3
s51181,Humanities,warning,A,7,4
s51181,Humanities,warning,A,8,4
s51181,Humanities,warning,A,9,2
s51181,Humanities,warning,A,10,4
s51182,Humanities,no warning,B,1,4
s51182,Humanities,no warning,B,2,3
s51182,Humanities,no warning,B,3,5
s51182,Humanities,no warning,B,4,5
s51182,Humanities,no warning,B,5,5
s51182,Humanities,no warning,B,6,5
s51182,Humanities,no warning,B,7,3
s51182,Humanities,no warning,B,8,4
s51182,Humanities,no warning,B,9,5
s51182,Humanities,no warning,B,10,5
s51183,Humanities,no warning,A,1,3
s51183,Humanities,no warning,A,2,3
s51183,Humanities,no warning,A,3,4
s51183,Humanities,no warning,A,4,2
s51183,Humanities,no warning,A,5,2
s51183,Humanities,no warning,A,6,3
s51183,Humanities,no warning,A,7,2
s51183,Humanities,no warning,A,8,3
s51183,Humanities,no warning,A,9,3
s51183,Humanities,no warning,A,10,5
s51184,Humanities,no warning,A,1,6
s51184,Humanities,no warning,A,2,6
s51184,Humanities,no warning,A,3,6
s51184,Humanities,no warning,A,4,6
s51184,Humanities,no warning,A,5,6
s51184,Humanities,no warning,A,6,6
s51184,Humanities,no warning,A,7,3
s51184,Humanities,no warning,A,8,5
s51184,Humanities,no warning,A,9,3
s51184,Humanities,no warning,A,10,3
s51185,Humanities,warning,B,1,3
s51185,Humanities,warning,B,2,3
s51185,Humanities,warning,B,3,3
s51185,Humanities,warning,B,4,3
s51185,Humanities,warning,B,5,4
s51185,Humanities,warning,B,6,3
s51185,Humanities,warning,B,7,3
s51185,Humanities,warning,B,8,4
s51185,Humanities,warning,B,9,4
s51185,Humanities,warning,B,10,3
s51186,Humanities,warning,B,1,3
s51186,Humanities,warning,B,2,3
s51186,Humanities,warning,B,3,3
s51186,Humanities,warning,B,4,4
s51186,Humanities,warning,B,5,4
s51186,Humanities,warning,B,6,4
s51186,Humanities,warning,B,7,2
s51186,Humanities,warning,B,8,5
s51186,Humanities,warning,B,9,4
s51186,Humanities,warning,B,10,3
s51187,Humanities,no warning,B,1,5
s51187,Humanities,no warning,B,2,5
s51187,Humanities,no warning,B,3,4
s51187,Humanities,no warning,B,4,5
s51187,Humanities,no warning,B,5,5
s51187,Humanities,no warning,B,6,4
s51187,Humanities,no warning,B,7,4
s51187,Humanities,no warning,B,8,4
s51187,Humanities,no warning,B,9,1
s51187,Humanities,no warning,B,10,3
s51188,Humanities,warning,A,1,3
s51188,Humanities,warning,A,2,3
s51188,Humanities,warning,A,3,5
s51188,Humanities,warning,A,4,2
s51188,Humanities,warning,A,5,3
s51188,Humanities,warning,A,6,4
s51188,Humanities,warning,A,7,2
s51188,Humanities,warning,A,8,2
s51188,Humanities,warning,A,9,2
s51188,Humanities,warning,A,10,2
s51189,Humanities,no warning,B,1,4
s51189,Humanities,no warning,B,2,4
s51189,Humanities,no warning,B,3,4
s51189,Humanities,no warning,B,4,4
s51189,Humanities,no warning,B,5,4
s51189,Humanities,no warning,B,6,4
s51189,Humanities,no warning,B,7,4
s51189,Humanities,no warning,B,8,4
s51189,Humanities,no warning,B,9,3
s51189,Humanities,no warning,B,10,4
s51190,Humanities,no warning,A,1,5
s51190,Humanities,no warning,A,2,5
s51190,Humanities,no warning,A,3,5
s51190,Humanities,no warning,A,4,5
s51190,Humanities,no warning,A,5,6
s51190,Humanities,no warning,A,6,6
s51190,Humanities,no warning,A,7,5
s51190,Humanities,no warning,A,8,5
s51190,Humanities,no warning,A,9,3
s51190,Humanities,no warning,A,10,4
s51191,Humanities,no warning,B,1,4
s51191,Humanities,no warning,B,2,4
s51191,Humanities,no warning,B,3,4
s51191,Humanities,no warning,B,4,4
s51191,Humanities,no warning,B,5,4
s51191,Humanities,no warning,B,6,3
s51191,Humanities,no warning,B,7,3
s51191,Humanities,no warning,B,8,4
s51191,Humanities,no warning,B,9,5
s51191,Humanities,no warning,B,10,4
s51192,Humanities,warning,B,1,5
s51192,Humanities,warning,B,2,5
s51192,Humanities,warning,B,3,5
s51192,Humanities,warning,B,4,5
s51192,Humanities,warning,B,5,4
s51192,Humanities,warning,B,6,3
s51192,Humanities,warning,B,7,4
s51192,Humanities,warning,B,8,5
s51192,Humanities,warning,B,9,3
s51192,Humanities,warning,B,10,4
s51193,Humanities,no warning,B,1,6
s51193,Humanities,no warning,B,2,6
s51193,Humanities,no warning,B,3,6
s51193,Humanities,no warning,B,4,6
s51193,Humanities,no warning,B,5,5
s51193,Humanities,no warning,B,6,5
s51193,Humanities,no warning,B,7,4
s51193,Humanities,no warning,B,8,4
s51193,Humanities,no warning,B,9,4
s51193,Humanities,no warning,B,10,3
s51194,Humanities,warning,A,1,3
s51194,Humanities,warning,A,2,3
s51194,Humanities,warning,A,3,3
s51194,Humanities,warning,A,4,3
s51194,Humanities,warning,A,5,3
s51194,Humanities,warning,A,6,3
s51194,Humanities,warning,A,7,2
s51194,Humanities,warning,A,8,6
s51194,Humanities,warning,A,9,5
s51194,Humanities,warning,A,10,4
s51195,Humanities,no warning,B,1,5
s51195,Humanities,no warning,B,2,5
s51195,Humanities,no warning,B,3,5
s51195,Humanities,no warning,B,4,5
s51195,Humanities,no warning,B,5,5
s51195,Humanities,no warning,B,6,5
s51195,Humanities,no warning,B,7,4
s51195,Humanities,no warning,B,8,6
s51195,Humanities,no warning,B,9,5
s51195,Humanities,no warning,B,10,6
s51196,Humanities,warning,A,1,6
s51196,Humanities,warning,A,2,6
s51196,Humanities,warning,A,3,6
s51196,Humanities,warning,A,4,6
s51196,Humanities,warning,A,5,6
s51196,Humanities,warning,A,6,6
s51196,Humanities,warning,A,7,3
s51196,Humanities,warning,A,8,3
s51196,Humanities,warning,A,9,4
s51196,Humanities,warning,A,10,3
s51197,Humanities,no warning,B,1,5
s51197,Humanities,no warning,B,2,5
s51197,Humanities,no warning,B,3,3
s51197,Humanities,no warning,B,4,4
s51197,Humanities,no warning,B,5,4
s51197,Humanities,no warning,B,6,5
s51197,Humanities,no warning,B,7,6
s51197,Humanities,no warning,B,8,5
s51197,Humanities,no warning,B,9,6
s51197,Humanities,no warning,B,10,4
s51198,Humanities,no warning,A,1,3
s51198,Humanities,no warning,A,2,1
s51198,Humanities,no warning,A,3,2
s51198,Humanities,no warning,A,4,3
s51198,Humanities,no warning,A,5,3
s51198,Humanities,no warning,A,6,2
s51198,Humanities,no warning,A,7,1
s51198,Humanities,no warning,A,8,3
s51198,Humanities,no warning,A,9,2
s51198,Humanities,no warning,A,10,2
s51199,Humanities,warning,A,1,4
s51199,Humanities,warning,A,2,3
s51199,Humanities,warning,A,3,4
s51199,Humanities,warning,A,4,4
s51199,Humanities,warning,A,5,4
s51199,Humanities,warning,A,6,3
s51199,Humanities,warning,A,7,3
s51199,Humanities,warning,A,8,3
s51199,Humanities,warning,A,9,4
s51199,Humanities,warning,A,10,2
s51200,Humanities,no warning,A,1,6
s51200,Humanities,no warning,A,2,6
s51200,Humanities,no warning,A,3,6
s51200,Humanities,no warning,A,4,5
s51200,Humanities,no warning,A,5,6
s51200,Humanities,no warning,A,6,6
s51200,Humanities,no warning,A,7,6
s51200,Humanities,no warning,A,8,5
s51200,Humanities,no warning,A,9,6
s51200,Humanities,no warning,A,10,4
s51201,Humanities,no warning,B,1,3
s51201,Humanities,no warning,B,2,3
s51201,Humanities,no warning,B,3,3
s51201,Humanities,no warning,B,4,3
s51201,Humanities,no warning,B,5,4
s51201,Humanities,no warning,B,6,2
s51201,Humanities,no warning,B,7,3
s51201,Humanities,no warning,B,8,4
s51201,Humanities,no warning,B,9,2
s51201,Humanities,no warning,B,10,3
s51202,Humanities,warning,B,1,4
s51202,Humanities,warning,B,2,3
s51202,Humanities,warning,B,3,4
s51202,Humanities,warning,B,4,3
s51202,Humanities,warning,B,5,4
s51202,Humanities,warning,B,6,3
s51202,Humanities,warning,B,7,2
s51202,Humanities,warning,B,8,4
s51202,Humanities,warning,B,9,2
s51202,Humanities,warning,B,10,4
s51203,Humanities,warning,B,1,5
s51203,Humanities,warning,B,2,4
s51203,Humanities,warning,B,3,5
s51203,Humanities,warning,B,4,6
s51203,Humanities,warning,B,5,6
s51203,Humanities,warning,B,6,4
s51203,Humanities,warning,B,7,5
s51203,Humanities,warning,B,8,5
s51203,Humanities,warning,B,9,3
s51203,Humanities,warning,B,10,4
s51204,Humanities,no warning,A,1,4
s51204,Humanities,no warning,A,2,4
s51204,Humanities,no warning,A,3,4
s51204,Humanities,no warning,A,4,5
s51204,Humanities,no warning,A,5,5
s51204,Humanities,no warning,A,6,5
s51204,Humanities,no warning,A,7,4
s51204,Humanities,no warning,A,8,5
s51204,Humanities,no warning,A,9,5
s51204,Humanities,no warning,A,10,5
s51205,Humanities,no warning,B,1,5
s51205,Humanities,no warning,B,2,5
s51205,Humanities,no warning,B,3,6
s51205,Humanities,no warning,B,4,5
s51205,Humanities,no warning,B,5,4
s51205,Humanities,no warning,B,6,4
s51205,Humanities,no warning,B,7,4
s51205,Humanities,no warning,B,8,5
s51205,Humanities,no warning,B,9,5
s51205,Humanities,no warning,B,10,5
s51206,Humanities,no warning,A,1,5
s51206,Humanities,no warning,A,2,5
s51206,Humanities,no warning,A,3,5
s51206,Humanities,no warning,A,4,4
s51206,Humanities,no warning,A,5,5
s51206,Humanities,no warning,A,6,4
s51206,Humanities,no warning,A,7,5
s51206,Humanities,no warning,A,8,4
s51206,Humanities,no warning,A,9,3
s51206,Humanities,no warning,A,10,3
s51207,Humanities,warning,B,1,3
s51207,Humanities,warning,B,2,3
s51207,Humanities,warning,B,3,3
s51207,Humanities,warning,B,4,4
s51207,Humanities,warning,B,5,4
s51207,Humanities,warning,B,6,4
s51207,Humanities,warning,B,7,2
s51207,Humanities,warning,B,8,3
s51207,Humanities,warning,B,9,2
s51207,Humanities,warning,B,10,2
s51208,Humanities,no warning,B,1,4
s51208,Humanities,no warning,B,2,5
s51208,Humanities,no warning,B,3,4
s51208,Humanities,no warning,B,4,5
s51208,Humanities,no warning,B,5,5
s51208,Humanities,no warning,B,6,4
s51208,Humanities,no warning,B,7,6
s51208,Humanities,no warning,B,8,6
s51208,Humanities,no warning,B,9,6
s51208,Humanities,no warning,B,10,6
s51209,Humanities,no warning,B,1,4
s51209,Humanities,no warning,B,2,3
s51209,Humanities,no warning,B,3,4
s51209,Humanities,no warning,B,4,4
s51209,Humanities,no warning,B,5,4
s51209,Humanities,no warning,B,6,3
s51209,Humanities,no warning,B,7,4
s51209,Humanities,no warning,B,8,4
s51209,Humanities,no warning,B,9,4
s51209,Humanities,no warning,B,10,4
s51210,Humanities,no warning,A,1,2
s51210,Humanities,no warning,A,2,2
s51210,Humanities,no warning,A,3,4
s51210,Humanities,no warning,A,4,3
s51210,Humanities,no warning,A,5,3
s51210,Humanities,no warning,A,6,4
s51210,Humanities,no warning,A,7,4
s51210,Humanities,no warning,A,8,3
s51210,Humanities,no warning,A,9,2
s51210,Humanities,no warning,A,10,5
s51211,Humanities,warning,A,1,3
s51211,Humanities,warning,A,2,3
s51211,Humanities,warning,A,3,3
s51211,Humanities,warning,A,4,4
s51211,Humanities,warning,A,5,4
s51211,Humanities,warning,A,6,4
s51211,Humanities,warning,A,7,5
s51211,Humanities,warning,A,8,5
s51211,Humanities,warning,A,9,4
s51211,Humanities,warning,A,10,4
s51212,Humanities,warning,B,1,4
s51212,Humanities,warning,B,2,3
s51212,Humanities,warning,B,3,4
s51212,Humanities,warning,B,4,3
s51212,Humanities,warning,B,5,2
s51212,Humanities,warning,B,6,3
s51212,Humanities,warning,B,7,3
s51212,Humanities,warning,B,8,3
s51212,Humanities,warning,B,9,3
s51212,Humanities,warning,B,10,2
s51213,Humanities,no warning,A,1,5
s51213,Humanities,no warning,A,2,4
s51213,Humanities,no warning,A,3,4
s51213,Humanities,no warning,A,4,6
s51213,Humanities,no warning,A,5,6
s51213,Humanities,no warning,A,6,6
s51213,Humanities,no warning,A,7,6
s51213,Humanities,no warning,A,8,5
s51213,Humanities,no warning,A,9,5
s51213,Humanities,no warning,A,10,5
s51214,Humanities,warning,A,1,1
s51214,Humanities,warning,A,2,3
s51214,Humanities,warning,A,3,1
s51214,Humanities,warning,A,4,1
s51214,Humanities,warning,A,5,3
s51214,Humanities,warning,A,6,3
s51214,Humanities,warning,A,7,3
s51214,Humanities,warning,A,8,3
s51214,Humanities,warning,A,9,3
s51214,Humanities,warning,A,10,2
s51215,Humanities,warning,B,1,5
s51215,Humanities,warning,B,2,5
s51215,Humanities,warning,B,3,6
s51215,Humanities,warning,B,4,5
s51215,Humanities,warning,B,5,5
s51215,Humanities,warning,B,6,5
s51215,Humanities,warning,B,7,3
s51215,Humanities,warning,B,8,5
s51215,Humanities,warning,B,9,3
s51215,Humanities,warning,B,10,4
s51216,Humanities,no warning,B,1,5
s51216,Humanities,no warning,B,2,3
s51216,Humanities,no warning,B,3,4
s51216,Humanities,no warning,B,4,5
s51216,Humanities,no warning,B,5,5
s51216,Humanities,no warning,B,6,3
s51216,Humanities,no warning,B,7,3
s51216,Humanities,no warning,B,8,3
s51216,Humanities,no warning,B,9,3
s51216,Humanities,no warning,B,10,3
s51217,Humanities,no warning,A,1,5
s51217,Humanities,no warning,A,2,5
s51217,Humanities,no warning,A,3,6
s51217,Humanities,no warning,A,4,5
s51217,Humanities,no warning,A,5,5
s51217,Humanities,no warning,A,6,4
s51217,Humanities,no warning,A,7,2
s51217,Humanities,no warning,A,8,4
s51217,Humanities,no warning,A,9,4
s51217,Humanities,no warning,A,10,5
s51218,Humanities,warning,B,1,4
